concept,dimension,support_en,support_zh,support_ar,top_en,top_zh,top_ar,js_zh_en,js_ar_en,js_zh_ar,mean_js
sketchy background,compositional_style,10,11,10,amusement=0.241,contentment=0.484,amusement=0.241,0.131949,0.041751,0.074295,0.082665
distant castle,objects_subjects,28,30,30,contentment=0.292,contentment=0.652,contentment=0.362,0.089253,0.068331,0.090329,0.082638
rocky coast,scenes_settings,28,31,27,contentment=0.354,awe=0.268,amusement=0.270,0.066733,0.069172,0.111831,0.082579
close-up,compositional_style,19,21,20,sadness=0.404,contentment=0.412,amusement=0.265,0.117024,0.062144,0.068521,0.082563
detailed brushwork,compositional_style,539,539,495,contentment=0.468,contentment=0.689,contentment=0.341,0.050089,0.057974,0.139616,0.082560
terrace,scenes_settings,82,85,81,contentment=0.538,contentment=0.732,amusement=0.368,0.039911,0.070112,0.137550,0.082524
tonalist style,compositional_style,20,20,20,contentment=0.429,contentment=0.388,amusement=0.184,0.019257,0.127286,0.101016,0.082520
muted flesh tones,colors_color_schemes,10,11,10,sadness=0.379,fear=0.419,contentment=0.310,0.042510,0.053335,0.151688,0.082511
yellow vest,objects_subjects,11,11,10,contentment=0.548,contentment=0.419,contentment=0.310,0.066983,0.075062,0.105467,0.082504
fireplace,objects_subjects,81,83,78,contentment=0.368,contentment=0.611,contentment=0.333,0.078957,0.058899,0.109648,0.082501
cherubim,symbolic_cultural_motifs,52,50,46,awe=0.487,contentment=0.615,contentment=0.406,0.109847,0.051487,0.086162,0.082499
burgundy,colors_color_schemes,20,20,20,contentment=0.429,contentment=0.592,contentment=0.347,0.052895,0.087491,0.107102,0.082496
open book,objects_subjects,149,155,140,awe=0.381,contentment=0.624,contentment=0.446,0.131230,0.044634,0.071452,0.082439
floral motif,symbolic_cultural_motifs,91,94,88,contentment=0.550,contentment=0.655,amusement=0.243,0.016950,0.084600,0.145706,0.082419
dutch household,scenes_settings,10,10,10,contentment=0.448,contentment=0.586,contentment=0.379,0.018798,0.126579,0.101694,0.082357
fur stole,objects_subjects,10,11,10,awe=0.241,contentment=0.613,contentment=0.448,0.100909,0.071306,0.074758,0.082324
linear contours,compositional_style,15,15,13,awe=0.231,contentment=0.282,sadness=0.371,0.090600,0.085260,0.071055,0.082305
deep blue,colors_color_schemes,749,736,689,contentment=0.342,contentment=0.630,contentment=0.317,0.084532,0.033934,0.128402,0.082289
seashells,objects_subjects,11,10,10,contentment=0.290,contentment=0.517,awe=0.310,0.056256,0.076162,0.114408,0.082275
nails,objects_subjects,20,21,20,sadness=0.469,fear=0.451,sadness=0.714,0.070390,0.044203,0.132130,0.082241
large tree trunk,objects_subjects,13,14,13,contentment=0.486,contentment=0.568,amusement=0.314,0.038157,0.081344,0.127214,0.082238
two walking figures,objects_subjects,10,10,10,contentment=0.310,contentment=0.517,amusement=0.310,0.033999,0.113732,0.098928,0.082220
wings,symbolic_cultural_motifs,139,148,134,awe=0.359,contentment=0.469,contentment=0.278,0.145625,0.040151,0.060873,0.082216
delicate shading,compositional_style,13,11,11,contentment=0.371,contentment=0.484,contentment=0.613,0.070545,0.108414,0.067635,0.082198
tiled roof,objects_subjects,41,43,39,contentment=0.429,contentment=0.600,amusement=0.356,0.067826,0.058051,0.120647,0.082175
green dress,objects_subjects,58,60,60,contentment=0.280,contentment=0.674,contentment=0.380,0.107549,0.056242,0.082624,0.082138
boneless painting technique,compositional_style,21,23,21,contentment=0.451,contentment=0.745,contentment=0.608,0.079185,0.099151,0.068045,0.082127
intaglio print,compositional_style,15,17,13,amusement=0.282,disgust=0.302,contentment=0.257,0.096097,0.076994,0.073221,0.082104
expressionism,compositional_style,77,83,71,contentment=0.337,contentment=0.497,awe=0.311,0.055556,0.077340,0.113407,0.082101
muted ochre,colors_color_schemes,55,55,52,contentment=0.513,contentment=0.412,contentment=0.381,0.069146,0.096758,0.080317,0.082074
scissors,objects_subjects,19,20,18,awe=0.362,contentment=0.469,awe=0.289,0.108447,0.046739,0.090947,0.082044
tree,objects_subjects,224,232,212,contentment=0.396,contentment=0.548,amusement=0.279,0.060797,0.040918,0.144404,0.082040
flat planes,compositional_style,18,21,20,contentment=0.467,contentment=0.373,awe=0.388,0.092490,0.095489,0.058109,0.082029
floral border pattern,symbolic_cultural_motifs,32,32,30,contentment=0.315,contentment=0.233,amusement=0.275,0.053986,0.071797,0.120178,0.081987
figures in boat,objects_subjects,18,18,20,contentment=0.422,contentment=0.644,contentment=0.510,0.099927,0.062219,0.083772,0.081973
campfire,objects_subjects,14,16,13,contentment=0.351,contentment=0.561,contentment=0.314,0.045134,0.101465,0.099278,0.081959
floral headpiece,objects_subjects,10,10,10,awe=0.310,contentment=0.517,contentment=0.517,0.075127,0.127595,0.043138,0.081953
back view,compositional_style,18,21,20,contentment=0.289,contentment=0.216,contentment=0.306,0.106038,0.099114,0.040657,0.081936
straw,objects_subjects,53,55,52,awe=0.304,contentment=0.580,contentment=0.540,0.098832,0.098370,0.048573,0.081925
red-tiled roof,objects_subjects,13,16,16,contentment=0.486,contentment=0.659,contentment=0.463,0.089955,0.075195,0.080625,0.081925
reddish-brown hair,colors_color_schemes,10,10,10,awe=0.448,contentment=0.586,contentment=0.448,0.113170,0.109933,0.022654,0.081919
fine brushwork,compositional_style,1720,1719,1699,contentment=0.393,contentment=0.495,contentment=0.470,0.119133,0.014280,0.112308,0.081907
interior hall,scenes_settings,15,15,15,sadness=0.282,sadness=0.385,contentment=0.282,0.103722,0.033963,0.107977,0.081888
goat,objects_subjects,15,15,15,contentment=0.385,contentment=0.282,awe=0.333,0.017339,0.116229,0.112002,0.081857
robe,objects_subjects,83,87,83,sadness=0.234,contentment=0.301,contentment=0.371,0.089528,0.056941,0.098996,0.081822
stone well,objects_subjects,15,21,15,contentment=0.333,contentment=0.569,amusement=0.385,0.062222,0.087645,0.095579,0.081815
garden corner,scenes_settings,27,26,26,contentment=0.651,contentment=0.574,contentment=0.672,0.101459,0.056685,0.087222,0.081789
distant buildings,objects_subjects,319,347,310,contentment=0.518,contentment=0.624,contentment=0.275,0.032020,0.083348,0.129910,0.081759
floral motifs,symbolic_cultural_motifs,98,101,97,contentment=0.288,contentment=0.526,awe=0.310,0.075833,0.035549,0.133861,0.081748
arched portals,symbolic_cultural_motifs,20,20,20,awe=0.388,contentment=0.347,awe=0.347,0.100630,0.086883,0.057693,0.081736
battle scene,scenes_settings,10,10,10,fear=0.310,fear=0.586,fear=0.310,0.078893,0.066846,0.099323,0.081688
town square,objects_subjects,26,25,23,awe=0.344,contentment=0.695,awe=0.418,0.099954,0.026231,0.118759,0.081648
lace cuffs,objects_subjects,37,37,33,awe=0.398,contentment=0.711,contentment=0.440,0.113575,0.042326,0.088996,0.081632
haloed figures,objects_subjects,48,51,45,awe=0.448,contentment=0.477,contentment=0.293,0.144000,0.053201,0.047647,0.081616
crucified figure,objects_subjects,15,15,15,sadness=0.436,fear=0.436,sadness=0.641,0.071730,0.058933,0.114180,0.081614
horn instrument,objects_subjects,12,10,10,amusement=0.636,amusement=0.379,amusement=0.517,0.117874,0.054586,0.072317,0.081592
orthodox church architecture,symbolic_cultural_motifs,10,11,10,awe=0.241,contentment=0.419,awe=0.310,0.057146,0.049655,0.137910,0.081571
gongbi painting style,compositional_style,29,27,31,contentment=0.552,contentment=0.651,contentment=0.465,0.097109,0.048290,0.099284,0.081561
onlookers,objects_subjects,62,68,65,sadness=0.263,contentment=0.379,sadness=0.324,0.095915,0.039597,0.109168,0.081560
dark blue-grey,colors_color_schemes,60,59,56,awe=0.349,contentment=0.606,contentment=0.355,0.093997,0.058138,0.092507,0.081547
botanical study,scenes_settings,81,78,83,contentment=0.485,contentment=0.721,contentment=0.463,0.065374,0.063287,0.115967,0.081543
bold brushstrokes,compositional_style,36,38,33,contentment=0.333,contentment=0.435,amusement=0.253,0.071581,0.058421,0.114506,0.081503
horns,objects_subjects,46,48,52,amusement=0.228,fear=0.333,awe=0.274,0.107787,0.060421,0.076287,0.081498
peacock feather,objects_subjects,13,13,13,amusement=0.486,contentment=0.371,contentment=0.314,0.106024,0.087828,0.050480,0.081444
shadow,objects_subjects,30,35,31,contentment=0.275,contentment=0.367,contentment=0.296,0.091735,0.047531,0.105035,0.081433
loose washes of color,compositional_style,15,16,12,contentment=0.385,contentment=0.415,amusement=0.394,0.052058,0.061873,0.130366,0.081432
bright yellow,colors_color_schemes,116,124,108,contentment=0.361,contentment=0.556,awe=0.253,0.043371,0.052738,0.148120,0.081410
ships,objects_subjects,18,20,15,contentment=0.333,contentment=0.469,contentment=0.282,0.068617,0.073624,0.101965,0.081402
pale yellow light,colors_color_schemes,10,10,10,contentment=0.517,sadness=0.379,awe=0.241,0.072606,0.064944,0.106655,0.081402
mountainous region,scenes_settings,44,44,41,contentment=0.443,contentment=0.608,contentment=0.626,0.059411,0.104550,0.080169,0.081377
interior scene,compositional_style,287,300,264,contentment=0.427,contentment=0.744,contentment=0.404,0.092839,0.030743,0.120518,0.081366
gold border,colors_color_schemes,33,35,32,contentment=0.360,disgust=0.266,contentment=0.425,0.047223,0.058882,0.137891,0.081332
jeweled crown,symbolic_cultural_motifs,10,10,10,awe=0.310,contentment=0.517,amusement=0.241,0.071739,0.081885,0.090231,0.081285
church steeple,objects_subjects,44,47,41,contentment=0.608,contentment=0.650,awe=0.297,0.040393,0.075409,0.127999,0.081267
child,objects_subjects,468,494,454,contentment=0.403,contentment=0.739,contentment=0.405,0.092318,0.042954,0.108252,0.081174
orange,colors_color_schemes,1503,1578,1446,contentment=0.387,contentment=0.635,amusement=0.293,0.062307,0.035313,0.145858,0.081159
winter landscape,scenes_settings,298,306,285,contentment=0.438,contentment=0.533,contentment=0.292,0.062192,0.039166,0.142068,0.081142
sleeping dog,objects_subjects,13,19,15,contentment=0.657,contentment=0.745,contentment=0.385,0.014175,0.121802,0.107388,0.081121
text,objects_subjects,179,190,176,amusement=0.281,contentment=0.512,awe=0.263,0.105188,0.044181,0.093975,0.081115
terracotta brown,colors_color_schemes,24,28,23,awe=0.263,contentment=0.538,contentment=0.345,0.124781,0.050094,0.068428,0.081101
light blue,colors_color_schemes,912,859,800,contentment=0.482,contentment=0.657,contentment=0.314,0.045622,0.051598,0.146037,0.081086
architectural landscape,scenes_settings,112,122,108,contentment=0.382,contentment=0.652,contentment=0.404,0.076543,0.052791,0.113847,0.081060
warm ochre,colors_color_schemes,196,214,191,contentment=0.461,contentment=0.707,contentment=0.325,0.069291,0.047809,0.126072,0.081057
rooftops,objects_subjects,26,27,25,contentment=0.475,contentment=0.524,contentment=0.356,0.056121,0.101877,0.084940,0.080979
angelic figure,symbolic_cultural_motifs,10,10,10,awe=0.448,contentment=0.241,contentment=0.310,0.115913,0.067836,0.059177,0.080975
loose outlines,compositional_style,44,50,45,contentment=0.381,contentment=0.486,amusement=0.354,0.056945,0.043765,0.141953,0.080888
gradient shading,compositional_style,11,11,11,fear=0.419,something else=0.355,fear=0.419,0.075670,0.023655,0.143325,0.080883
stylized realism,compositional_style,100,107,103,contentment=0.445,contentment=0.605,amusement=0.256,0.032306,0.066089,0.144245,0.080880
minimalist shading,compositional_style,24,21,21,contentment=0.333,contentment=0.569,contentment=0.333,0.086603,0.083914,0.072114,0.080877
date inscription,symbolic_cultural_motifs,81,84,79,contentment=0.345,contentment=0.458,contentment=0.329,0.041057,0.062142,0.139418,0.080872
architectural drawing,compositional_style,15,15,13,awe=0.436,contentment=0.436,contentment=0.429,0.130749,0.101276,0.010575,0.080867
patterned dress,objects_subjects,34,35,29,contentment=0.403,contentment=0.646,contentment=0.373,0.059692,0.087767,0.095095,0.080851
cobblestone street,objects_subjects,74,77,63,contentment=0.325,contentment=0.595,contentment=0.393,0.115939,0.020025,0.106552,0.080839
horizontal landscape layout,compositional_style,24,21,20,contentment=0.544,contentment=0.647,contentment=0.388,0.073631,0.092490,0.076380,0.080834
pond scene,scenes_settings,28,23,23,contentment=0.631,contentment=0.673,contentment=0.418,0.033136,0.110893,0.098404,0.080811
stringed instrument,objects_subjects,86,88,90,contentment=0.459,contentment=0.535,contentment=0.376,0.059287,0.038808,0.144336,0.080810
portrait,scenes_settings,160,161,151,contentment=0.258,contentment=0.529,contentment=0.447,0.073295,0.086212,0.082886,0.080798
church dome,objects_subjects,24,26,25,contentment=0.333,contentment=0.508,amusement=0.288,0.089110,0.046921,0.106352,0.080794
distant ships,objects_subjects,20,20,18,contentment=0.265,contentment=0.388,contentment=0.244,0.037791,0.101162,0.103317,0.080757
low-contrast lighting,compositional_style,68,74,62,contentment=0.352,contentment=0.465,contentment=0.338,0.025981,0.087350,0.128938,0.080757
teal,colors_color_schemes,307,332,299,contentment=0.339,contentment=0.578,contentment=0.308,0.067381,0.038118,0.136647,0.080715
distaff,objects_subjects,10,11,10,contentment=0.241,contentment=0.548,contentment=0.310,0.090581,0.091407,0.060131,0.080707
organic curves,symbolic_cultural_motifs,20,20,20,amusement=0.224,contentment=0.306,awe=0.265,0.061280,0.058555,0.122272,0.080702
glass jars,objects_subjects,10,10,10,contentment=0.379,contentment=0.586,awe=0.379,0.072851,0.036519,0.132697,0.080689
suburban landscape,scenes_settings,31,30,28,contentment=0.465,contentment=0.507,contentment=0.385,0.012243,0.107369,0.122449,0.080687
patterned textures,compositional_style,59,59,60,contentment=0.276,contentment=0.528,contentment=0.349,0.097106,0.041943,0.102986,0.080678
park scene,scenes_settings,10,10,10,contentment=0.310,contentment=0.655,contentment=0.379,0.093160,0.077595,0.071275,0.080677
bare branches,objects_subjects,98,98,96,contentment=0.366,contentment=0.337,contentment=0.313,0.086285,0.043824,0.111850,0.080653
dark background,compositional_style,102,110,99,awe=0.258,contentment=0.555,contentment=0.449,0.119438,0.073769,0.048674,0.080627
medieval armor,symbolic_cultural_motifs,10,10,10,sadness=0.448,contentment=0.379,sadness=0.517,0.124486,0.053392,0.063986,0.080621
white lace,colors_color_schemes,33,33,26,contentment=0.413,contentment=0.733,contentment=0.443,0.120894,0.019225,0.101693,0.080604
linocut,compositional_style,34,35,33,fear=0.247,contentment=0.443,contentment=0.227,0.126753,0.040007,0.075032,0.080598
muted colors,colors_color_schemes,87,92,86,contentment=0.290,contentment=0.637,contentment=0.403,0.101707,0.047810,0.092264,0.080593
lavender purple,colors_color_schemes,32,32,34,contentment=0.479,contentment=0.589,contentment=0.403,0.057779,0.109270,0.074716,0.080588
stairwell,scenes_settings,15,15,13,sadness=0.538,sadness=0.385,sadness=0.486,0.094932,0.073233,0.073562,0.080576
decorative patterning,compositional_style,137,137,133,contentment=0.307,contentment=0.413,awe=0.251,0.108818,0.026252,0.106654,0.080574
easel,objects_subjects,107,107,94,contentment=0.345,contentment=0.623,contentment=0.360,0.071123,0.038818,0.131731,0.080557
abstract space,scenes_settings,91,92,82,fear=0.309,fear=0.389,awe=0.318,0.083847,0.096378,0.061404,0.080543
white dress,colors_color_schemes,17,16,15,contentment=0.581,contentment=0.610,contentment=0.282,0.024485,0.084913,0.132229,0.080542
onion domes,symbolic_cultural_motifs,64,67,61,awe=0.226,contentment=0.441,awe=0.298,0.059040,0.046303,0.136241,0.080528
pale pinks,colors_color_schemes,43,48,40,contentment=0.474,contentment=0.657,contentment=0.416,0.084641,0.039512,0.117264,0.080472
nature,scenes_settings,14,14,13,contentment=0.622,contentment=0.622,contentment=0.314,0.033811,0.093657,0.113938,0.080469
pastel on paper,compositional_style,141,153,142,contentment=0.478,contentment=0.746,contentment=0.372,0.054391,0.064051,0.122957,0.080466
outdoor execution scene,scenes_settings,16,16,14,sadness=0.415,fear=0.512,fear=0.297,0.045086,0.096947,0.099251,0.080428
domes,symbolic_cultural_motifs,10,10,10,contentment=0.379,awe=0.310,contentment=0.379,0.074125,0.036277,0.130833,0.080412
chair leg,objects_subjects,10,10,10,disgust=0.310,disgust=0.448,awe=0.379,0.098246,0.062048,0.080863,0.080385
seafoam green,colors_color_schemes,24,26,25,contentment=0.404,contentment=0.311,amusement=0.254,0.028111,0.130144,0.082888,0.080381
cushion,objects_subjects,41,44,42,contentment=0.429,contentment=0.443,contentment=0.312,0.103754,0.062595,0.074763,0.080371
walking cane,objects_subjects,25,26,25,contentment=0.254,contentment=0.311,contentment=0.356,0.055311,0.073340,0.112416,0.080355
white lace collar,objects_subjects,20,27,21,contentment=0.306,contentment=0.683,amusement=0.294,0.098394,0.017879,0.124744,0.080339
wooden awning,objects_subjects,10,10,10,contentment=0.310,sadness=0.379,contentment=0.379,0.050865,0.102690,0.087261,0.080272
alpine setting,scenes_settings,50,52,50,contentment=0.505,contentment=0.540,awe=0.339,0.040024,0.069225,0.131543,0.080264
low-angle perspective,compositional_style,336,353,320,awe=0.310,contentment=0.519,awe=0.307,0.081057,0.035695,0.124008,0.080253
